PDB,metrics,Spearman,Pearson,Kendall,R²
1AJU,cosine_similarity,-0.7408090128081063,-0.7552231292814989,-0.5402209952389715,0.5703619750017411
1AJU,euclidean,0.7019629956011951,0.7315550839786764,0.4937664368611576,0.5351728408950485
1AJU,half_square_euclidean,0.7019629956011951,0.7269819743795615,0.4937664368611576,0.5285027910728058
1AJU,manhattan,0.7019629956011951,0.7269822741999665,0.4937664368611576,0.5285032270009545
1AJU,soergel,0.7406096377022531,0.7412893214861561,0.5400729513196356,0.5495098581494069
1AJU,square_euclidean,0.7019629956011951,0.7269822741999665,0.4937664368611576,0.5285032270009545
1AJU,tanimoto,-0.7406096377022531,-0.7412798171921394,-0.5400729513196356,0.5494957673764121
1AJU,tversky,-0.7455973974011886,-0.7553908768178139,-0.5873815579047936,0.5706153767795852
1AKX,cosine_similarity,-0.7985598635038826,-0.8274711589185202,-0.5792504907383593,0.6847085188419584
1AKX,euclidean,0.7869380945389823,0.848340187898435,0.603407295129783,0.719681074403552
1AKX,half_square_euclidean,0.7869380945389823,0.8624540713868681,0.603407295129783,0.7438270252517845
1AKX,manhattan,0.7869380945389823,0.8624541727662831,0.603407295129783,0.7438272001219739
1AKX,soergel,0.7972258659442806,0.8310258782315364,0.579262823887093,0.6906040102904957
1AKX,square_euclidean,0.7869380945389823,0.8624541727662831,0.603407295129783,0.7438272001219739
1AKX,tanimoto,-0.7972258659442806,-0.8310264753891567,-0.579262823887093,0.6906050027977242
1AKX,tversky,-0.8465732101364261,-0.8093254322662574,-0.6691458647411445,0.6550076553129637
1AM0,cosine_similarity,-0.8238391219577409,-0.8324995684536948,-0.6548456585599727,0.6930555314755882
1AM0,euclidean,0.8177002493861238,0.8138974286427354,0.6589981907158393,0.6624290243512571
1AM0,half_square_euclidean,0.8177002493861238,0.827809542961422,0.6589981907158393,0.6852686394179986
1AM0,manhattan,0.8177002493861238,0.827809763572187,0.6589981907158393,0.6852690046654398
1AM0,soergel,0.8140347148379072,0.8321996270987337,0.6481979074329941,0.6925562193432724
1AM0,square_euclidean,0.8177002493861238,0.827809763572187,0.6589981907158393,0.6852690046654398
1AM0,tanimoto,-0.8140347148379072,-0.83220206116509,-0.6481979074329941,0.6925602706074248
1AM0,tversky,-0.7647593632452508,-0.8059221749210715,-0.6153404142928106,0.6495105520295095
1ARJ,cosine_similarity,-0.6069455115069917,-0.8788252739827581,-0.4608995087903059,0.7723338621908675
1ARJ,euclidean,0.7402836572027148,0.9115537019194938,0.5939999535878733,0.830930151483132
1ARJ,half_square_euclidean,0.7402836572027148,0.9111853551564794,0.5939999535878733,0.8302587514516384
1ARJ,manhattan,0.7402836572027148,0.9111854630405593,0.5939999535878733,0.8302589480564375
1ARJ,soergel,0.6057135023589234,0.8937770626206846,0.4621247622474357,0.7988374376668587
1ARJ,square_euclidean,0.7402836572027148,0.9111854630405593,0.5939999535878733,0.8302589480564375
1ARJ,tanimoto,-0.6057135023589234,-0.8937802701426412,-0.4621247622474357,0.7988431712962523
1ARJ,tversky,-0.5644362495270998,-0.8483877296353954,-0.4395208507566136,0.719761739795901
1BYJ,cosine_similarity,-0.5178538339952012,-0.6367103419291641,-0.3797860099429343,0.40540005951955294
1BYJ,euclidean,0.4973818532575556,0.6247384737078742,0.37916836170424006,0.39029816053084415
1BYJ,half_square_euclidean,0.4973818532575556,0.6323141880283386,0.37916836170424006,0.39982123238193745
1BYJ,manhattan,0.4973818532575556,0.6323143648229551,0.37916836170424006,0.399821455961458
1BYJ,soergel,0.5174142825914797,0.6619684316218788,0.38396722961058566,0.4382022044639306
1BYJ,square_euclidean,0.4973818532575556,0.6323143648229551,0.37916836170424006,0.399821455961458
1BYJ,tanimoto,-0.5174142825914797,-0.6619682196939922,-0.38396722961058566,0.43820192388483414
1BYJ,tversky,-0.49124301509155843,-0.6534480670886588,-0.38444431996252465,0.4269943763819052
1EHT,cosine_similarity,-0.33155953481714034,-0.5690506492409512,-0.25132210127699245,0.3238186414015483
1EHT,euclidean,0.36208699207126627,0.5342401925877244,0.27626711387970543,0.28541258337616987
1EHT,half_square_euclidean,0.36208699207126627,0.5616467699419796,0.27626711387970543,0.3154470941862593
1EHT,manhattan,0.36208699207126627,0.5616466403887687,0.27626711387970543,0.3154469486599917
1EHT,soergel,0.33155953481714034,0.5706366648930136,0.25132210127699245,0.3256262033202212
1EHT,square_euclidean,0.36208699207126627,0.5616466403887687,0.27626711387970543,0.3154469486599917
1EHT,tanimoto,-0.33155953481714034,-0.5706341721363479,-0.25132210127699245,0.3256233584097345
1EHT,tversky,-0.32935901713488336,-0.5531364893008198,-0.26500295461298945,0.30595997579603706
1EI2,cosine_similarity,-0.4270784389168038,-0.5135918318964094,-0.3219505770838209,0.2637765697907098
1EI2,euclidean,0.2649240445443126,0.5306242949705852,0.19005940798625678,0.2815621424130314
1EI2,half_square_euclidean,0.2649240445443126,0.4371550128289139,0.19005940798625678,0.19110450524144787
1EI2,manhattan,0.2649240445443126,0.4371561732609078,0.19005940798625678,0.19110551982012086
1EI2,soergel,0.4334768575908217,0.5689808345083639,0.32372907267626533,0.3237391900378337
1EI2,square_euclidean,0.2649240445443126,0.4371561732609078,0.19005940798625678,0.19110551982012086
1EI2,tanimoto,-0.4334768575908217,-0.5689984398260497,-0.32372907267626533,0.3237592245244784
1EI2,tversky,-0.43513218216807636,-0.5119465414603875,-0.3294679329983699,0.2620892613132525
1F27,cosine_similarity,-0.683878027483976,-0.48872123478019064,-0.5002435711805748,0.23884844532507402
1F27,euclidean,0.6973259534501138,0.5321057749060237,0.5223007242776527,0.2831365556883392
1F27,half_square_euclidean,0.6973259534501138,0.5269238690945571,0.5223007242776527,0.2776487638215775
1F27,manhattan,0.6973259534501138,0.5269241343681784,0.5223007242776527,0.2776490433796544
1F27,soergel,0.6937064824651995,0.5131771103247406,0.5089071427796807,0.26335074656125035
1F27,square_euclidean,0.6973259534501138,0.5269241343681784,0.5223007242776527,0.2776490433796544
1F27,tanimoto,-0.6937064824651995,-0.5131793872793379,-0.5089071427796807,0.2633530835283961
1F27,tversky,-0.5544204164346703,-0.3722683778009807,-0.43378563541284454,0.13858374511057353
1FMN,cosine_similarity,-0.7122920201434861,-0.653789047439762,-0.546312457875116,0.4274401185521909
1FMN,euclidean,0.6947863664173494,0.6317193468543282,0.5371576948032307,0.399069333190059
1FMN,half_square_euclidean,0.6947863664173494,0.6315566217547042,0.5371576948032307,0.39886376648221505
1FMN,manhattan,0.6947863664173494,0.6315575993084788,0.5371576948032307,0.39886500124428886
1FMN,soergel,0.7140285113139537,0.6729752835430259,0.5489975096077908,0.45289573225981583
1FMN,square_euclidean,0.6947863664173494,0.6315575993084788,0.5371576948032307,0.39886500124428886
1FMN,tanimoto,-0.7140285113139537,-0.6729767789982337,-0.5489975096077908,0.4528977450708375
1FMN,tversky,-0.7328059164784666,-0.6770428919414793,-0.5703623415791128,0.45838707752848096
1FUF,cosine_similarity,-0.3018937082023051,-0.5467379967668701,-0.21892279771267012,0.2989224371086503
1FUF,euclidean,-0.02686184700827372,0.47487762061788463,-0.020687156579681627,0.22550875456370378
1FUF,half_square_euclidean,-0.02686184700827372,0.29327247849924604,-0.020687156579681627,0.08600874664509109
1FUF,manhattan,-0.02686184700827372,0.2932746189540773,-0.020687156579681627,0.08601000212265923
1FUF,soergel,0.3271210439292394,0.7004879978515929,0.23516748877746407,0.49068343513413365
1FUF,square_euclidean,-0.02686184700827372,0.2932746189540773,-0.020687156579681627,0.08601000212265923
1FUF,tanimoto,-0.3271210439292394,-0.7005376557218861,-0.23516748877746407,0.49075300708431624
1FUF,tversky,-0.43186658578279136,-0.7191958704536197,-0.3354514654426185,0.5172427000775379
1FYP,cosine_similarity,-0.5926706222749893,-0.6625929059207027,-0.4346016769371378,0.4390293589764415
1FYP,euclidean,0.5248542318409937,0.5921708246657957,0.3962705170547496,0.3506662855853686
1FYP,half_square_euclidean,0.5248542318409937,0.5934849040898089,0.3962705170547496,0.3522243313824897
1FYP,manhattan,0.5248542318409937,0.5934851651523044,0.3962705170547496,0.35222464125585795
1FYP,soergel,0.6134654651784508,0.683077582699072,0.4509182783966905,0.4665949839860082
1FYP,square_euclidean,0.5248542318409937,0.5934851651523044,0.3962705170547496,0.35222464125585795
1FYP,tanimoto,-0.6134654651784508,-0.6830803502843846,-0.4509182783966905,0.4665987649446379
1FYP,tversky,-0.6457136014011188,-0.6828290260693547,-0.4951314124320531,0.4662554788428233
1G4Q,cosine_similarity,-0.2931936007200178,-0.6412829822804175,-0.2627496382462207,0.4112438633624648
1G4Q,euclidean,0.2659444279280963,0.5032008487167584,0.25352891095209734,0.25321109414926574
1G4Q,half_square_euclidean,0.2659444279280963,0.6787977297499965,0.25352891095209734,0.4607663579137501
1G4Q,manhattan,0.2659444279280963,0.6787943007282511,0.25352891095209734,0.4607617027011569
1G4Q,soergel,0.2931936007200178,0.5461798914398159,0.2627496382462207,0.29831247381320913
1G4Q,square_euclidean,0.2659444279280963,0.6787943007282511,0.25352891095209734,0.4607617027011569
1G4Q,tanimoto,-0.2931936007200178,-0.546149505111727,-0.2627496382462207,0.2982792819337837
1G4Q,tversky,-0.3358058197988792,-0.6159133381788401,-0.28632407410703364,0.37934924014660154
1J7T,cosine_similarity,-0.6880552937746508,-0.7293584179301096,-0.5127706567774576,0.5319637018055126
1J7T,euclidean,0.6295688195207562,0.6893550029471884,0.4768415725087548,0.47521032008831804
1J7T,half_square_euclidean,0.6295688195207562,0.6937904303369083,0.4768415725087548,0.48134516122707294
1J7T,manhattan,0.6295688195207562,0.6937907436823014,0.4768415725087548,0.4813455960192415
1J7T,soergel,0.6984087492352892,0.7325728066630386,0.5215707058971071,0.5366629170621618
1J7T,square_euclidean,0.6295688195207562,0.6937907436823014,0.4768415725087548,0.4813455960192415
1J7T,tanimoto,-0.6984087492352892,-0.7325692915130684,-0.5215707058971071,0.5366577668679596
1J7T,tversky,-0.6990468679604903,-0.7164322406936013,-0.5430025483063982,0.5132751555052549
1J8G,cosine_similarity,-0.4920007322285871,-0.6128866846726406,-0.3682099279828066,
1J8G,euclidean,0.1623134803138039,0.3725364711420339,0.11835251129819464,0.1387834223309595
1J8G,half_square_euclidean,0.1623134803138039,0.30144873987050336,0.11835251129819464,0.0908713427695141
1J8G,manhattan,0.1623134803138039,0.30145001407155153,0.11835251129819464,0.09087211098373855
1J8G,soergel,0.5021160362597319,0.6542795454473849,0.3752335749075569,0.42808172359083685
1J8G,square_euclidean,0.1623134803138039,0.30145001407155153,0.11835251129819464,0.09087211098373855
1J8G,tanimoto,-0.5021160362597319,-0.6543011615041532,-0.3752335749075569,0.4281100099456832
1J8G,tversky,-0.5601993027188127,-0.6594989198514403,-0.44761817371842966,0.43493882528521716
1KOC,cosine_similarity,-0.6219811257016716,-0.6523526838552491,-0.4629979506981904,0.4255640241331463
1KOC,euclidean,0.6970281070519248,0.7219182898059793,0.546448159199184,0.5211660171563902
1KOC,half_square_euclidean,0.6970281070519248,0.7264187996523702,0.546448159199184,0.5276842724883906
1KOC,manhattan,0.6970281070519248,0.7264190734571876,0.546448159199184,0.5276846702823988
1KOC,soergel,0.6290700752511851,0.6470497507899344,0.4692381991436428,0.4186733799973167
1KOC,square_euclidean,0.6970281070519248,0.7264190734571876,0.546448159199184,0.5276846702823988
1KOC,tanimoto,-0.6290700752511851,-0.6470536149947065,-0.4692381991436428,0.4186783806777173
1KOC,tversky,-0.28679296041232927,-0.37904071743586837,-0.24541641471542086,0.1436718654742978
1KOD,cosine_similarity,-0.5968336122067168,-0.6606332856713856,-0.447240161343265,0.43643633813697025
1KOD,euclidean,0.6905679882551411,0.7318400978914875,0.5372438809043789,0.5355899288818219
1KOD,half_square_euclidean,0.6905679882551411,0.7222361121865429,0.5372438809043789,0.5216250017463319
1KOD,manhattan,0.6905679882551411,0.7222363854367264,0.5372438809043789,0.5216253964487084
1KOD,soergel,0.5950734027360618,0.6856846317538073,0.4445755774305875,0.4701634142233538
1KOD,square_euclidean,0.6905679882551411,0.7222363854367264,0.5372438809043789,0.5216253964487084
1KOD,tanimoto,-0.5950734027360618,-0.6856846652845704,-0.4445755774305875,0.4701634602064138
1KOD,tversky,-0.5164051693515403,-0.5877326009976742,-0.4062481768456673,0.3454296102754912
1LC4,cosine_similarity,-0.4256182388836083,-0.5280476939188496,-0.302404385899604,0.2788343670530148
1LC4,euclidean,0.4040755646606044,0.6333721771936479,0.2930240090006047,0.40116031484302217
1LC4,half_square_euclidean,0.4040755646606044,0.5782587265604744,0.2930240090006047,0.33438315484334136
1LC4,manhattan,0.4040755646606044,0.5782596704626939,0.2930240090006047,0.3343842464836237
1LC4,soergel,0.4305452272337127,0.5922531309286216,0.30812941822224693,0.3507637710947553
1LC4,square_euclidean,0.4040755646606044,0.5782596704626939,0.2930240090006047,0.3343842464836237
1LC4,tanimoto,-0.4305452272337127,-0.5922746745196026,-0.30812941822224693,0.35078929007730186
1LC4,tversky,-0.4206446134202607,-0.5568538282953416,-0.3138188962335673,0.31008618608717814
1LVJ,cosine_similarity,-0.6569091820892522,-0.6870528054736434,-0.49617194043959556,0.4720415575092034
1LVJ,euclidean,0.6515638387633523,0.6401034443594886,0.5017008583486493,0.4097324194808798
1LVJ,half_square_euclidean,0.6515638387633523,0.6522029291913019,0.5017008583486493,0.42536866084571356
1LVJ,manhattan,0.6515638387633523,0.6522034746155382,0.5017008583486493,0.4253693723005811
1LVJ,soergel,0.6311986927312185,0.6318602113125459,0.48260722271719736,0.3992473266399353
1LVJ,square_euclidean,0.6515638387633523,0.6522034746155382,0.5017008583486493,0.4253693723005811
1LVJ,tanimoto,-0.6311986927312185,-0.6318673175952972,-0.48260722271719736,0.3992563070450761
1LVJ,tversky,-0.5628951470425677,-0.6018816257954178,-0.4515901404755223,0.3622614914701355
1MWL,cosine_similarity,-0.6279016475447415,-0.6281337995545925,-0.4509204099379683,0.39455207014288857
1MWL,euclidean,0.6022460636277003,0.6718166869322838,0.44677102375879424,0.4513376608406696
1MWL,half_square_euclidean,0.6022460636277003,0.6522962078673389,0.44677102375879424,0.4254903427981106
1MWL,manhattan,0.6022460636277003,0.6522967937935803,0.44677102375879424,0.425491107193384
1MWL,soergel,0.6256009985643297,0.6535833239430663,0.4491344753790165,0.4271711613364668
1MWL,square_euclidean,0.6022460636277003,0.6522967937935803,0.44677102375879424,0.425491107193384
1MWL,tanimoto,-0.6256009985643297,-0.6535868970765965,-0.4491344753790165,0.4271758320302125
1MWL,tversky,-0.5980839972871114,-0.6197964855177593,-0.448607765583636,0.3841476834601651
1NBK,cosine_similarity,-0.46332280547572247,-0.6283589753084529,-0.3490551403370748,0.39483500185068887
1NBK,euclidean,0.40872582895622966,0.5480804425293022,0.2990717278983678,0.300392171483116
1NBK,half_square_euclidean,0.40872582895622966,0.5434960578079152,0.2990717278983678,0.2953879648527453
1NBK,manhattan,0.40872582895622966,0.5434965754703591,0.2990717278983678,0.2953885275480079
1NBK,soergel,0.46109665376875136,0.6088101187613651,0.34805457811158963,0.37064976070622824
1NBK,square_euclidean,0.40872582895622966,0.5434965754703591,0.2990717278983678,0.2953885275480079
1NBK,tanimoto,-0.46109665376875136,-0.6088155886018188,-0.34805457811158963,0.37065642092458007
1NBK,tversky,-0.5130540416899729,-0.6259417581577872,-0.4144882779204029,0.3918030846056623
1NEM,cosine_similarity,-0.626330139171816,-0.6726888768775313,-0.4518750834463174,0.45251032507475375
1NEM,euclidean,0.46918910640682443,0.677442350705569,0.3449507369255221,0.45892813852948716
1NEM,half_square_euclidean,0.46918910640682443,0.5871040487345046,0.3449507369255221,0.3446911640404474
1NEM,manhattan,0.46918910640682443,0.5871049231928122,0.3449507369255221,0.3446921908372381
1NEM,soergel,0.6595998104796666,0.7471589049572739,0.4821070776237231,0.5582464292569521
1NEM,square_euclidean,0.46918910640682443,0.5871049231928122,0.3449507369255221,0.3446921908372381
1NEM,tanimoto,-0.6595998104796666,-0.7471715470012132,-0.4821070776237231,0.5582653206481862
1NEM,tversky,-0.7036032511300463,-0.7165126662579262,-0.5364814709379551,0.5133904009080422
1NJN,cosine_similarity,-0.22886984969743804,-0.30673600265356865,-0.18536159641947694,0.09408697532389007
1NJN,euclidean,0.1296788225699485,0.2734179244741324,0.11118045679623755,0.07475736142374238
1NJN,half_square_euclidean,0.1296788225699485,0.21125936567961698,0.11118045679623755,0.04463051958735407
1NJN,manhattan,0.1296788225699485,0.21126071108744116,0.11118045679623755,0.04463108804917122
1NJN,soergel,0.22704005105517866,0.3499538730488399,0.18383693801196244,0.12246771326188317
1NJN,square_euclidean,0.1296788225699485,0.21126071108744116,0.11118045679623755,0.04463108804917122
1NJN,tanimoto,-0.22704005105517866,-0.3499709826928012,-0.18383693801196244,0.12247968872696487
1NJN,tversky,-0.24404418029833733,-0.2716686104709987,-0.19587254257804645,0.07380383391524341
1O15,cosine_similarity,-0.5358309128487462,-0.6523561453712347,-0.4077901350401563,0.4255685404036146
1O15,euclidean,0.6960001733353386,0.517193592209138,0.5761992987716885,0.26748921182219143
1O15,half_square_euclidean,0.6960001733353386,0.5338099531885074,0.5761992987716885,0.2849530661231158
1O15,manhattan,0.6960001733353386,0.5338103740230242,0.5761992987716885,0.284953515414601
1O15,soergel,0.5416867790253826,0.6000807409174699,0.4113295410479444,0.3600968956200595
1O15,square_euclidean,0.6960001733353386,0.5338103740230242,0.5761992987716885,0.284953515414601
1O15,tanimoto,-0.5416867790253826,-0.6000834019848176,-0.4113295410479444,0.3601000893376715
1O15,tversky,-0.5275569366807745,-0.6641857619900805,-0.41096499513115226,0.4411427264303449
1O9M,cosine_similarity,-0.5059490070559919,-0.5949995453205674,-0.35071277836474374,0.35402445893168305
1O9M,euclidean,0.3762434847082315,0.5632607165118234,0.26477368250206573,0.31726263476541333
1O9M,half_square_euclidean,0.3762434847082315,0.5179202704279177,0.26477368250206573,0.26824140652012735
1O9M,manhattan,0.3762434847082315,0.5179210058557262,0.26477368250206573,0.2682421683066071
1O9M,soergel,0.5345681486405366,0.6621709178654671,0.3776431772766904,0.43847032446679535
1O9M,square_euclidean,0.3762434847082315,0.5179210058557262,0.26477368250206573,0.2682421683066071
1O9M,tanimoto,-0.5345681486405366,-0.6621780278694926,-0.3776431772766904,0.43847974059312866
1O9M,tversky,-0.5762254449184033,-0.6765711010699407,-0.4404017548755335,0.4577484548029931
1PBR,cosine_similarity,-0.5474806127082142,-0.5998424059270637,-0.3918648069425036,0.35981091194836845
1PBR,euclidean,0.48320117417140607,0.6483557131693856,0.3537047919250181,0.42036513079938254
1PBR,half_square_euclidean,0.48320117417140607,0.5992398850923307,0.3537047919250181,0.3590884398854696
1PBR,manhattan,0.48320117417140607,0.5992403743873488,0.3537047919250181,0.3590890262958898
1PBR,soergel,0.5596803528637713,0.6607915391140917,0.4024562844004756,0.43664545816476935
1PBR,square_euclidean,0.48320117417140607,0.5992403743873488,0.3537047919250181,0.3590890262958898
1PBR,tanimoto,-0.5596803528637713,-0.6607987854992673,-0.4024562844004756,0.4366550349173065
1PBR,tversky,-0.5706045099216405,-0.617822639616329,-0.4254845507172788,0.38170481402248807
1Q8N,cosine_similarity,-0.6436063098126727,-0.9109417402983976,-0.5198956458513743,0.8298148542178723
1Q8N,euclidean,0.6632631696673544,0.9359084901557991,0.5461093404525308,0.8759247019457057
1Q8N,half_square_euclidean,0.6632631696673544,0.9081653154675235,0.5461093404525308,0.8247642402182261
1Q8N,manhattan,0.6632631696673544,0.9081654117394168,0.5461093404525308,0.824764415079824
1Q8N,soergel,0.6293966798137605,0.9392538780540235,0.5036634296709229,0.8821978474395216
1Q8N,square_euclidean,0.6632631696673544,0.9081654117394168,0.5461093404525308,0.824764415079824
1Q8N,tanimoto,-0.6293966798137605,-0.9392543413714132,-0.5036634296709229,0.882198717785047
1Q8N,tversky,-0.616330177824233,-0.9192633101668042,-0.5179206332541,0.845045033418829
1QD3,cosine_similarity,-0.4424294606148794,-0.5141768250212647,-0.3142069681246665,0.2643778073889485
1QD3,euclidean,0.4200394437645946,0.5413301806160646,0.3069667587431047,0.2930383644458219
1QD3,half_square_euclidean,0.4200394437645946,0.5020517329345794,0.3069667587431047,0.25205594254261454
1QD3,manhattan,0.4200394437645946,0.5020524155461171,0.3069667587431047,0.2520566279556914
1QD3,soergel,0.450076671273897,0.5212930577404731,0.3231687245041699,0.27174645204841197
1QD3,square_euclidean,0.4200394437645946,0.5020524155461171,0.3069667587431047,0.2520566279556914
1QD3,tanimoto,-0.450076671273897,-0.5213059746102339,-0.3231687245041699,0.2717599191643261
1QD3,tversky,-0.4667531511457577,-0.5329201553887424,-0.3440728929801678,0.28400389201956155
1RAW,cosine_similarity,-0.769552095389742,-0.7685496326237603,-0.6054611091410187,0.5906685378061169
1RAW,euclidean,0.7517317313734068,0.7626681829495481,0.6063015454464987,0.5816627572835659
1RAW,half_square_euclidean,0.7517317313734068,0.7681035029871106,0.6063015454464987,0.5899829913010709
1RAW,manhattan,0.7517317313734068,0.7681036516462317,0.6063015454464987,0.5899832196722764
1RAW,soergel,0.7631270766629958,0.7881508552451335,0.5948532999512164,0.6211817706236354
1RAW,square_euclidean,0.7517317313734068,0.7681036516462317,0.6063015454464987,0.5899832196722764
1RAW,tanimoto,-0.7631270766629958,-0.788151422248386,-0.5948532999512164,0.6211826643921543
1RAW,tversky,-0.730027827189438,-0.7682512693349896,-0.5673309785222682,0.5902100128348243
1TOB,cosine_similarity,-0.30796640854320156,-0.4019941732114587,-0.22635767300895399,0.16159931529596394
1TOB,euclidean,0.2943789848288188,0.436522099056059,0.2094705971942896,0.19055154296430774
1TOB,half_square_euclidean,0.2943789848288188,0.39236165650110233,0.2094705971942896,0.15394766949228889
1TOB,manhattan,0.2943789848288188,0.3923626095249384,0.2094705971942896,0.15394841735321918
1TOB,soergel,0.30358122288107503,0.4232135954380619,0.22300919863568108,0.1791097473636112
1TOB,square_euclidean,0.2943789848288188,0.3923626095249384,0.2094705971942896,0.15394841735321918
1TOB,tanimoto,-0.30358122288107503,-0.42322800139846134,-0.22300919863568108,0.1791219411677359
1TOB,tversky,-0.2998545089040522,-0.3798219907401038,-0.22405873349412933,0.14426474464977543
1UTS,cosine_similarity,0.10517863187313913,0.018236479417525563,0.07955225068410465,0.0003325691815458374
1UTS,euclidean,-0.027357750680198547,0.11929724360875678,-0.02035056910248055,0.01423183233264703
1UTS,half_square_euclidean,-0.027357750680198547,0.055257407275367945,-0.02035056910248055,0.0030533810587958926
1UTS,manhattan,-0.027357750680198547,0.05525874661151094,-0.02035056910248055,0.003053529077075176
1UTS,soergel,-0.1059034432044315,0.015425576758111535,-0.08193413423579353,0.0002379484183203915
1UTS,square_euclidean,-0.027357750680198547,0.05525874661151094,-0.02035056910248055,0.003053529077075176
1UTS,tanimoto,0.1059034432044315,-0.015446352483963621,0.08193413423579353,0.00023858980505885266
1UTS,tversky,0.17630472577824818,0.10047160921321337,0.1364495072056422,0.010094544257892652
1UUD,cosine_similarity,-0.47391604906344104,-0.5869803673668633,-0.34987986337377414,0.34454595167413754
1UUD,euclidean,0.4511865103127499,0.6406274487269293,0.3435732551451147,0.41040352806237507
1UUD,half_square_euclidean,0.4511865103127499,0.578692000218376,0.3435732551451147,0.3348844311167451
1UUD,manhattan,0.4511865103127499,0.578692777370869,0.3435732551451147,0.3348853305812095
1UUD,soergel,0.47358280513410755,0.6462457768589591,0.3478048489071175,0.4176336041080393
1UUD,square_euclidean,0.4511865103127499,0.578692777370869,0.3435732551451147,0.3348853305812095
1UUD,tanimoto,-0.47358280513410755,-0.6462477857225011,-0.3478048489071175,0.4176362005512354
1UUD,tversky,-0.4758973961971772,-0.6121329074417621,-0.36225237933379817,0.374706696373105
1UUI,cosine_similarity,-0.294698410708963,-0.40937998930327635,-0.2060682364660049,0.1675919756419508
1UUI,euclidean,0.32727758173597704,0.5079865824759678,0.22737207032126236,0.25805036797561304
1UUI,half_square_euclidean,0.32727758173597704,0.43765558644702685,0.22737207032126236,0.19154241234829056
1UUI,manhattan,0.32727758173597704,0.4376566030323657,0.22737207032126236,0.1915433021778297
1UUI,soergel,0.2886511069225842,0.4595194045959031,0.20071493798468545,0.21115808320017315
1UUI,square_euclidean,0.32727758173597704,0.4376566030323657,0.22737207032126236,0.1915433021778297
1UUI,tanimoto,-0.2886511069225842,-0.45953730560964506,-0.20071493798468545,0.21117453524697252
1UUI,tversky,-0.23674619309835224,-0.3898793049938912,-0.17489143793571135,0.1520058724625198
1XPF,cosine_similarity,-0.40062971235555467,-0.49611120829651195,-0.29264090017750244,0.24612633099742512
1XPF,euclidean,0.32274719130661883,0.42242042976483984,0.22952686081792284,0.1784390194827119
1XPF,half_square_euclidean,0.32274719130661883,0.37037577227737695,0.22952686081792284,0.1371782126900634
1XPF,manhattan,0.32274719130661883,0.37037644674781367,0.22952686081792284,0.13717871230553577
1XPF,soergel,0.40062971235555467,0.5190360256970218,0.29264090017750244,0.2693983959713591
1XPF,square_euclidean,0.32274719130661883,0.37037644674781367,0.22952686081792284,0.13717871230553577
1XPF,tanimoto,-0.40062971235555467,-0.5190475067886474,-0.29264090017750244,0.269410314303511
1XPF,tversky,-0.4288261019599095,-0.5026658066993648,-0.3356515824662508,0.25267291322472263
